text,Valence_Mean,Arousal_Mean,Valence_SD,Arousal_SD
但却是以温文谦和的形象深入民心,6.667,4.333,0.471,1.7
但这8位有4位落选,4.0,4.0,0.0,0.816
台湾要还陈前总统一个清白,6.0,7.0,0.816,0.707
天啊突然感到拮据,3.0,6.667,0.0,0.471
其实是个热心肠的同学的,7.0,4.667,0.707,0.471
他就是懦夫又如何,3.333,7.0,0.471,0.816
围殴至牙齿移位,3.0,4.5,0.0,0.5
手段却极为粗暴,2.6,6.25,0.49,0.829
碰撞的力道开始加速,5.0,5.5,0.0,0.5
在酒精弥漫的微醺下沉醉一番,6.75,4.25,0.433,0.433
一些人借助网路表发一些不实言论,3.5,5.0,0.5,0.0
制造过最触目惊心的饥荒,2.5,5.333,1.118,0.471
清除一大批害群之马,6.5,4.5,0.5,0.5
老实说有很泄气也有很温暖的部分,5.333,5.667,0.471,0.471
即使说了那么多丧气的话,3.75,5.75,0.829,0.433
那么美方就会大受鼓舞,6.0,5.75,0.0,1.92
美国和中国应该齐心协力,5.667,4.333,0.471,1.247
让减税降费红利切实惠及企业,6.667,4.0,0.471,2.16
哥哥们的立场真的为难,3.5,5.0,0.5,1.0
广华医院发生弃婴疑云,3.5,4.5,0.5,0.5
女方还是觉得不气派,3.5,5.0,0.5,0.707
这也包含坦白承认,5.5,5.333,1.118,0.943
遐方不许贡珍奇,4.8,5.6,0.98,1.2
撒著散漫沉醉的光芒,5.0,4.333,0.816,0.471
约束前奏一出来我感觉我的眼眶马上就湿润了,6.333,8.0,0.943,0.816
贵妇极致无瑕美肌,6.75,5.0,0.829,0.707
也像法国一样罢工的时候,3.5,3.8,0.5,2.315
王传彰先生近几年潜心调煮咖啡颇有心得,6.75,5.0,0.433,0.707
闪烁散播出瘟疫,2.75,3.8,0.433,2.135
双方的贸易协作不光影响两国本身,5.0,1.5,0.0,0.5
都苛求彼此不得,4.5,4.5,0.5,0.5
只有不息的奋进,6.25,4.0,0.433,1.225
这样是否合乎情理呢,4.5,5.667,0.5,0.471
文贵没吹出几十亿几百亿已经旧嘴上留情了,5.25,4.75,0.829,1.09
更不会找寻上师的过失,4.0,5.0,0.0,1.414
装作若无其事可以吗,3.75,6.5,0.829,0.5
只系变得更加老练,6.0,4.333,0.707,0.471
啊啊!!你总是英俊乖乖,7.5,7.0,0.5,0.0
成了肥沃的土壤,6.333,5.0,0.471,0.0
我会毫不犹疑的下嫁于他,5.5,6.2,0.5,2.135
我急于脱离金宝罐头汤的日子,4.5,3.75,0.5,2.385
奸淫女性样样来,3.0,6.0,0.0,0.0
也是应了我一贯的让暴风雨来得更猛烈一些所愿,4.5,5.0,0.5,2.828
罪恶活动的无底线势利眼小人们在暗地里又开始了更加激烈的像恶狗疯狗一样的吠叫,2.0,7.667,0.816,1.247
一次难忘的旅行,8.0,7.0,1.0,1.0
为何满纸荒唐话,3.667,6.333,0.471,0.943
英国可口可乐6月推出首创4款酒味可乐,5.5,2.5,0.5,0.5
倒霉是一种传染病,3.0,3.5,0.0,2.062
家家来学广东话全场感人大合唱,6.5,5.0,0.5,0.707
中共扣押你们还要管你们吃喝,3.5,5.75,0.5,0.433
你哭喊多少年它们都装作没看见,3.0,4.25,0.0,2.385
永隆前高层妻哭诉,3.0,5.333,0.0,2.494
中国网红文化兴盛,6.0,3.5,0.0,1.5
评审都是女人和同性恋女权自助餐,3.0,6.0,0.0,0.0
我只知道她没有哽咽,4.667,3.75,0.471,2.278
昨天半夜唐突睡著所以没有发,4.0,3.5,0.0,1.5
占上上风的一方以自己的形式奚落著下风的几人,3.0,5.5,0.0,0.5
为什么老是得理不饶人,3.0,6.667,0.0,0.471
将这两样深植于中国让中国容光焕发,7.0,5.0,0.0,0.707
然后觉得越到后面越难看的感觉,3.0,5.667,0.0,0.471
一直不停的在迷惘,3.0,5.8,0.0,0.4
我要让自己看起来灿烂无比,7.0,6.0,0.0,0.894
?东限定异常低温,4.5,4.75,0.5,0.829
为什么这一切的一切都徒劳无功,2.0,7.5,0.0,0.5
反同阵团坚毅不屈,5.0,3.75,0.894,1.299
刺探和窃听政府官员,3.75,3.75,0.829,0.829
因为或许有人敬畏过我,5.75,6.25,0.433,0.829
我很确信这个人要真的当上了总统,7.0,6.5,0.0,1.5
他的4个儿女身体健全,7.0,3.0,1.0,1.581
你断裂了那捆绑我的锁链,7.0,6.0,0.0,0.0
祂复活是祂胜过世界的一切抵挡,6.75,5.0,0.433,0.707
直到我们完全圣洁,5.333,4.667,0.471,0.471
因为我与蒙的恩不相称,5.0,6.5,1.0,0.5
还有其自以为是的宗教信仰缺失,3.0,6.25,0.0,0.433
否则你所谓的谦卑自我反省就自洽了,4.0,4.667,0.816,0.471
在拥挤的样板中,4.5,5.0,0.5,0.0
而导致自己精神失常环保筷子,3.0,5.0,0.0,0.0
有些人却因为麻木不仁,4.0,3.4,0.0,1.625
何必因为欠债而做出这种如今要悔恨终生的事,3.0,5.667,0.0,0.471
我来不及等你认错悔过了,3.5,6.0,0.5,1.414
驱散贸易战的阴云,6.0,4.5,0.0,0.5
家人一分钱也得不到,3.0,3.667,0.0,0.943
本次集资将用于不运回,5.0,4.0,0.0,0.0
超音波是一种非侵入性,5.0,4.0,0.0,1.095
当欧洲两极分化已经到达空前绝后的程度,3.25,5.5,0.433,0.5
由针枪补足一些,6.0,3.0,0.0,1.414
所以比起来气急败坏的议员才像坏人,4.0,6.25,0.0,1.299
网页的话就是不要第一秒进去没抢到就气馁吧,4.333,4.667,0.471,0.471
喂亲都要搏斗半个钟,4.0,5.333,0.707,0.471
虽然乃乃性格消极内向,4.333,3.667,1.247,2.055
稍微揭开了我几个礼拜来被雨雾掩埋的窗帘,5.5,3.0,1.118,1.414
不能把过错教阿扁一,4.333,5.0,0.471,0.816
狭小的家庭办公区,4.0,4.25,0.0,0.433
客体的束缚将不复存在,6.667,4.667,0.471,2.625
也成为她疲乏时候的喜乐,6.4,5.0,0.49,0.0
难道中国人的脚非得踩在阴森森的白骨上,3.0,7.25,0.0,0.829
你那无家可归饱经风波的人们,3.0,6.0,0.0,0.0
没有因睡眠后减轻沈重感,3.5,3.6,0.5,1.2
斗志还没有消失,6.5,6.5,0.5,1.5
越来越难冲出来了,4.0,5.667,0.816,0.943
就会变得乏味枯燥单调,3.5,4.667,0.5,0.471
让锻炼变得越来越,5.0,4.667,0.0,0.471
喉咙的根部被不存在的硬块堵塞,4.5,4.667,0.5,0.471
专属于你的王妃,7.0,5.0,0.0,2.121
詹碧云夺得东方舞,6.667,3.667,1.247,2.055
所以几千年都没摆脱愚昧和被奴役,3.0,6.0,0.0,1.225
问了刘牧师说不要紧的,5.6,4.75,0.49,0.433
可是偶尔也会有两个彼此热恋而同时又彼此被热恋的情况,5.5,5.0,0.5,1.0
土地是以它的肥沃和收获而被估价的,5.333,4.0,0.471,1.633
最终动摇华国锋执政的理论基础,4.4,5.4,0.49,1.2
大雨洗净后的重生,6.6,4.0,0.49,1.414
一直以来那唯一的的支柱瞬间倒塌了,3.0,6.25,0.0,1.479
有时还会与邻居帮赖辩解,3.0,5.0,0.0,0.0
她摇摇头坦率的说,5.333,3.333,0.471,1.247
民众要在水深火热中仰望著威风凛凛的总总统座车一行五六十辆通过,3.6,6.5,0.49,0.5
第一次看著妳会心疼,3.333,6.0,0.471,2.16
中国人民感激美国政府替天行道,7.0,5.667,0.707,0.471
就是那种每天疑神疑鬼的人,3.333,4.333,0.471,1.7
进度闪4潜入旧都,4.5,5.0,0.5,1.0
的我来给大家揭露一个,5.0,3.5,0.0,2.062
有恒产者有恒心,6.667,3.667,0.471,1.247
招待这位美国的伯理玺天德,5.667,3.333,0.471,1.247
泄露太多的内情,3.667,5.333,0.471,0.471
把丝绸棉布等中国产品辗转带到全世界,5.5,4.667,0.5,0.471
现在还拿来当事迹宣传,4.0,5.25,0.0,1.299
秦的军团也会僵化,4.0,5.333,0.0,0.471
举国的审美与风尚也会发生变化,5.25,4.75,0.433,1.09
有称男童被猥亵致肛?,2.5,6.667,0.5,0.943
有的甚至被当场性侵至休克,2.667,6.667,0.471,0.943
短视近利漠视未来,2.5,5.4,0.5,1.744
以克服目前的短视政治,6.25,4.75,0.829,0.829
张先生的牲人论有点偏颇,4.0,4.0,0.0,1.673
换取平淡的安稳,6.5,3.4,0.5,1.625
告诫那余下的将来,4.0,5.5,0.0,2.062
以市场胁迫换取技术,3.0,4.667,0.0,0.471
宁可花费巨资建造昂贵机舰,4.0,5.75,0.0,0.433
吹牛造势难自立,3.0,3.0,0.0,0.816
能在如此诱人的金元外交前碍难从命,4.4,3.75,1.744,1.09
果然是精明的商人,6.667,5.0,0.471,1.633
吃到最后一脸茫然,4.0,4.25,0.0,0.829
毕竟我家庭美满,7.333,5.667,0.471,0.471
他本人很开朗也很贴心,7.0,4.5,1.0,0.5
我觉得依然会有类似东南互保的宣告发出,5.0,5.25,0.0,0.829
如常饮能使老人面部红润,6.75,3.0,0.433,2.098
那些可以出卖的灵魂是骚动的,4.0,5.0,0.816,1.414
而通缩预期将缩减和延迟投资,4.25,4.333,1.299,0.471
我发现市面上也是一种荣誉,6.75,5.0,0.433,0.894
却支援卡扎菲这样的嗜血暴君感到诧异,3.25,7.25,0.829,1.479
要我写也会束手无策,3.667,3.333,0.471,2.055
更是无悔无怨的回馈报恩,8.25,5.0,0.433,1.414
待灵魂于冥河消散,4.667,2.667,0.471,1.7
将成为淡而无味的东西,4.0,2.333,0.0,0.471
这样的评论其实既尖锐又武断,3.0,6.333,0.816,1.247
值超高典雅奢华欧式风格火锅,6.0,5.5,0.0,0.5
柴烧侧把高雅壶,5.5,4.0,0.5,0.0
精通各种出道和翻墙的技术,6.5,4.2,0.5,1.47
其实都是废弃物而已,4.0,4.0,0.816,2.16
画的最偏心的四人,4.0,4.5,0.0,0.5
依我说断绝与中国,4.0,6.0,0.0,0.0
或本来就是歹徒的人,3.5,5.5,0.5,1.118
收受和行贿25人,3.333,4.667,0.471,0.471
侵吞和挪用公款,3.0,4.0,0.0,1.633
国民党彻底沦落为政治娼妓了,2.5,5.25,0.5,0.829
重复著一样的离奇曲折,4.667,3.667,0.471,2.055
曼妙匀称的身材,6.5,5.0,0.5,0.707
山色江声共寂寥,4.5,3.5,0.5,2.5
让小鸟捎去我我最深情的问候,6.5,5.5,0.5,0.866
日本国民誓以国家的名誉,6.5,5.0,0.5,1.0
如果作者懂得在故事中排首位的,5.0,5.25,0.707,0.433
可以令人窒息的紧张感,4.0,4.667,0.707,0.471
映照出我们压抑的负面特质,4.0,4.333,0.707,0.471
美国人民这么振奋,6.0,5.5,0.0,1.118
至此双方依然陷于僵局,4.0,3.75,0.894,0.829
产业分工布局本来就是常态,5.0,2.667,0.0,1.247
人越是得意的事情,5.25,4.2,0.829,2.135
尽管时间很充裕,4.5,4.5,0.5,0.5
你表现得太急切人家,4.0,6.4,0.0,0.49
我要去跑个步发泄一下,4.75,4.2,0.433,2.227
爬上顶楼的城堡可以一览无疑整个城市的风景,7.0,5.5,0.0,0.5
和煦的阳光透过落地窗洒落,7.0,4.0,0.0,0.0
咖啡香气弥漫整个空间,7.0,3.0,0.0,0.0
可能害了西藏患病儿童,3.0,5.0,0.0,0.707
久而久之演化为一种禁忌,5.0,4.0,0.0,1.414
原来清洁假新闻也只是口号,3.0,5.25,0.0,1.299
没有人能感同身受,3.0,6.0,0.707,0.816
整场比赛看下来有够过瘾,7.0,7.0,0.0,1.0
才会这么的生疏无措,4.0,4.5,0.0,0.5
再鲜艳明媚的颜色也会随时间褪去光泽,3.5,2.75,0.5,1.09
一上山开始下雨令金瓜石行程有点扫兴,3.667,4.333,0.471,1.247
无家可归并不单指需要一个栖身之所,4.75,4.2,0.433,2.315
多少个徬徨的夜晚,3.6,5.25,0.49,1.479
就要容许不同的声音和争辩,7.0,4.25,0.0,2.385
我是最瘦最敏捷的,7.0,4.6,0.0,2.728
才华洋溢会说八国语言,7.0,3.667,0.816,0.943
观察力也非常出众,7.667,6.333,0.471,0.471
可是爹他伤心欲绝,2.667,7.0,0.471,0.707
民主党主席胡志伟在会议室内泪流满面,2.0,4.5,1.0,2.5
随即豆大的泪珠从我脸上滑落,3.5,5.0,0.5,2.0
却狂风骤雨急奔呼啸,3.75,6.0,0.433,1.414
极乐净土之类的,7.5,4.0,0.5,2.0
此则名曰香光庄严,5.5,1.667,0.5,0.943
需要是七岁孩童般的纯净,6.333,4.333,0.943,1.7
虽然感情线很混乱可能大家看著觉得风中凌乱,4.0,2.667,0.0,0.943
持续三小时的冲撞,4.667,4.0,0.471,2.16
连看偏都算不智之举,3.5,5.0,0.5,0.0
而高处有人唱起歌来,5.8,5.75,0.98,0.829
后又有律师反诉其拖欠工资,3.4,4.0,0.49,1.0
前瑞典驻华大使被指控擅自与中国中间人谈判桂民海案,3.333,4.0,0.471,2.449
感觉就是窝著火的样子,4.0,5.333,0.0,1.247
猜疑和地缘政治竞争的加剧,3.333,3.667,0.471,0.943
我只是出乎你们意料的中二病青年,3.333,6.667,0.471,1.247
郭文贵做的每一件事都透漏著其整个人的腐烂阴险,1.25,6.4,0.433,1.855
而且之前很多人有吃到开放大陆人来台观光的甜头,6.0,5.0,0.816,2.16
医生夫妇从她生产前后就存在疏忽,3.0,5.25,0.0,0.829
有居民申诉整个周末信箱都开著,4.0,5.75,0.0,0.433
马来西亚国民阵线前政府的土地交换计划出现严重疏漏,3.0,4.25,0.894,1.299
导致政府蒙受14亿8000万令吉,3.0,5.0,0.0,0.0
合宜的解释和赔偿,6.0,3.667,0.0,0.471
导致事故有五导因,4.0,2.25,0.0,1.299
台北市万华区西门町常常出现五星旗游街,4.667,5.667,0.471,0.471
她觉得我们出去会没话聊的婉拒了,4.667,4.667,0.943,0.471
头微微倾向会倒住掌心那一侧,5.0,4.0,0.0,0.816
这王明完全是粗野莽夫一个,3.0,5.4,0.0,1.744
从而不敢上前动手,4.0,4.5,0.0,1.118
可是都不帮我加薪,3.6,5.75,0.49,0.829
三谷三木表现出所有的羞怯裸体主义,5.5,4.333,0.5,0.471
台湾实在太不设防,3.4,6.0,0.49,1.225
高雄市市民为中国大陆次等公民,2.667,5.0,0.943,1.633
消防车有瑕疵没办法供应水灭火,3.4,3.0,0.49,0.707
六七月份或蔓延至华北啃玉米,4.333,5.0,0.471,0.0
被监院弹劾两次,3.6,5.25,0.49,0.433
否则会造成市府团队为弥补施政过失而疲于奔命,3.4,4.25,0.49,0.829
开示非常简明扼要,6.0,4.667,0.0,0.471
现在厄运就要降临到这个世界来,2.6,5.0,0.49,2.0
因为是他们在纵容邪教,3.333,4.333,0.471,1.247
以及牠的逗趣身影,6.6,4.8,0.49,1.47
成年后钟情文学,5.333,2.333,0.471,1.247
结果多年后弟弟变成菁英凯旋归国跟硕珍抢继承权,3.5,4.5,0.5,1.118
粉丝秀20年珍藏求签名,6.0,2.667,0.816,1.247
尊贵的詹杜固仁波切,6.0,5.667,0.0,0.471
而不只是做一个记录施暴过程的相机,4.0,6.5,0.707,0.5
我系细菌传心师,5.0,5.0,0.0,0.816
因为我是一个喜新厌旧的人,4.667,4.75,0.471,2.586
这条疯狗丧尽人味儿,2.667,4.667,0.471,0.471
股市场闻风已丧胆了,2.333,4.333,0.471,0.943
全部用奇异笔圈出来,5.0,3.0,0.0,2.0
刊登捏造的讯息,3.4,5.0,0.49,0.0
彼此之间合作融洽,6.5,5.0,0.5,0.0
有优惠才敢叫尊荣,5.667,6.333,0.471,0.943
他回应已一切就绪,6.5,4.5,0.5,0.5
不论悲喜都得前行,6.0,4.5,1.0,2.5
雪覆满白山又渐变成郁郁葱葱,5.25,4.5,0.433,0.5
让生活多了温暖和明媚,7.0,5.667,0.0,0.471
英为能相见而毁掉翅膀掉入人间,2.333,5.667,0.943,1.886
当头晕目眩的时候,4.0,3.0,0.0,2.0
住得胆战心惊啊,3.333,6.667,0.471,0.471
就他还在悲愤选不上市长,3.0,7.0,0.0,1.414
因为憧憬的世界是现实,5.667,5.333,1.247,0.471
指挥孙膑和刘伯温攻占它总部网管中心,5.0,6.5,1.0,0.5
委内瑞拉政局的动荡仍在持续,3.667,5.0,0.471,0.0
跟1930年代经济大萧条时代相若,4.667,3.333,0.471,1.7
近年连学者都受牵连,2.5,4.25,1.118,1.92
其出身背景根本就与愤青所主张的相互抵触阿,3.0,7.0,0.0,0.816
波兰关系在政治议程之外甚至高于议程,4.5,5.0,0.5,1.581
即可达到兴旺避邪的目的,7.0,4.5,0.0,0.5
只能靠忙碌来麻醉自己,3.667,4.333,0.471,0.471
但还是会随机出没,5.0,6.0,0.0,0.0
只是拚命向洞里钻去,5.0,6.5,0.0,2.062
若不是眼见情郎臂骨折断,4.0,6.333,0.0,0.471
真令人心旷神怡,6.75,5.75,0.829,0.433
心中所有的烦恼和不悦立马烟消云散,6.75,6.0,0.433,1.414
体态威武步履稳重,6.667,4.0,0.471,0.816
但仍为有中国传统文化内涵的人所景仰,6.4,3.8,0.49,1.939
这让西方观察者眼花缭乱,4.0,4.333,0.0,1.7
如何履行主权在民的政治方略,5.0,3.0,0.0,1.414
是何等慷慨浩然,7.0,7.0,0.894,1.414
妈妈一定会谅解我的啊,6.5,8.0,0.5,1.0
他不仅仅是忘恩负义,3.0,7.0,0.707,0.707
当心习近平的手段,3.4,5.75,0.49,0.829
泄密中国最重可处15年徒刑,4.667,5.5,0.471,2.5
更多地渴求我吧,6.0,8.333,0.707,0.943
应该也没胆量和机会造什么孽,4.25,6.0,0.433,1.225
这并无益于大量批次编辑,4.0,4.0,0.0,1.0
一名女子和车上的五条狗全数丧生,2.0,6.0,0.0,0.0
太太健康长寿无忧无虑,7.5,4.25,0.5,0.433
让人得以无惧地向前走,6.5,5.5,0.5,1.118
但弯曲不是后退,6.5,6.0,1.118,0.707
新奇的故事来包装,6.0,2.0,0.0,0.0
所以也不是真的安眠药,5.0,5.0,0.0,0.0
而别离足以美化人生,7.0,5.0,0.0,1.0
见到有人去非礼女人,3.0,5.5,1.0,1.803
不求自己的益处,5.667,4.0,0.471,0.816
万事亨通不发愁的吗,4.25,5.75,0.433,0.829
之后疲累地睡去,4.667,2.333,0.471,1.247
虚心接受他人看法,7.0,3.667,0.707,0.471
灭绝师太为什么犯众憎,4.667,4.0,0.471,2.121
不能一跛一跛的走,4.5,5.5,0.5,1.118
风轻歌全身的肉都绷紧了,5.5,5.75,1.118,1.09
而是畸形的经济结构,3.0,4.6,0.0,1.2
症状是传遍全身的水泡型溃疡,5.0,4.0,0.0,0.0
应该是暴风捡到,4.333,5.667,0.471,0.471
今天的泪水会使明天的你更加茁壮,7.333,6.0,0.471,0.816
坚心信靠恒久靠主,6.667,5.667,0.471,0.471
总觉得有点夸大了,4.0,4.25,0.0,0.829
医生是杀父仇人还是怎么的,3.667,5.0,0.471,1.414
你的眼睛让我入迷,7.0,5.0,0.0,2.0
同时竟同性恋泛滥,3.0,5.25,0.0,1.299
你妈妈看上去非常慈祥,7.0,5.0,0.0,0.0
以前我就是混黑道的,4.0,6.0,0.0,0.816
是一年中最吉祥的日子,6.333,4.0,0.471,0.816
美干涉中国内政损人害己,3.0,5.5,0.0,0.5
我们更敬重崔老师的为人和品格,6.6,5.75,0.49,0.829
可以不要每次都把自己包装成甚么悲情女主角吗,3.333,6.0,0.471,0.816
再唆使狗城管没收罚款,4.0,4.0,0.0,0.0
巴黎圣母院上个月因大火毁损,3.0,4.667,0.0,0.471
是全世界人类的耻辱,1.5,7.75,0.5,0.433
内心将是充满谦虚与清净,7.0,3.25,0.0,0.829
纪念我军英烈保家卫国英勇抗暴捐躯啊,6.5,6.5,0.5,1.118
送礼自用两相宜,7.0,5.0,0.0,1.0
典型温情医疗剧,6.667,3.0,0.471,1.414
教派谬论横行天下,3.0,5.667,0.0,0.943
谁在隐瞒境外存款,3.4,5.75,0.49,0.829
藐视政界潜规则,3.0,5.0,0.0,1.0
我觉得家事适度就可以,6.0,5.0,0.0,0.816
独创韵雕添历史新篇,6.5,3.333,0.5,0.471
在所有的人中间颂扬不息,7.0,3.0,0.0,1.0
小英不关注下潮流是会落伍的呀,4.0,6.5,0.0,1.118
就会永远陶醉在中国是世界的中心的梦中,5.0,4.333,1.633,0.943
首部以诙谐方式暗示福尔摩斯和华生关系不一般的电,6.667,4.333,0.471,0.471
但是我很有志气,6.667,6.333,0.471,0.471
机敏远在我等之上,6.75,6.0,0.829,1.414
可优先躲避在开间小,5.5,4.0,0.5,2.0
当政府开始大量搜捕犹太人的时候,4.5,4.0,0.5,1.225
在生效最后关头,4.667,6.0,0.471,2.449
不然自己无意识违心时或许已经来不及了,3.0,5.5,0.0,1.118
汝已违犯于彼等,3.0,8.0,0.0,0.0
可是如果违抗我的命令,3.6,6.25,0.49,0.829
违约反定焉知丑,2.333,6.667,0.943,0.471
终将波及外债偿付,3.5,6.0,0.5,0.0
谈判一定会讨价还价,4.0,5.0,0.0,1.414
种种人格上的控诉,3.0,4.0,0.0,2.236
她如果贸然这样做,4.0,5.4,0.0,0.49
置香港美加欧洲侨民于险境,3.5,4.4,0.5,1.625
一只就非常草率的在撩草丛的树叶,5.0,2.0,0.0,0.816
王岐山器重明镜,6.0,3.5,1.0,2.5
郭文贵铤而走险,4.0,4.5,1.0,0.5
来遏止他们继续到处点火,6.0,5.667,0.0,0.471
终稍来寒光中的暖意,6.0,3.5,0.0,1.118
一口咬下啖啖肉软滑香甜,7.0,5.5,0.0,1.118
而取决于生平的善行,5.667,3.667,0.471,2.055
可谓是深谋远虑,7.0,4.5,0.0,0.5
我的大脑发育是这么迟缓吗,4.0,6.0,0.0,0.0
也是日常争执之所在,4.0,5.0,0.0,0.816
但会持续在推特发一些生活琐碎的事情,5.333,3.667,0.471,0.943
轻蔑从不可能变,2.5,6.5,0.5,1.5
这样的学生应该自觉退学,3.0,6.0,0.0,0.707
如果因为周边只有一项就觉得简陋,4.0,6.0,0.0,0.0
指当年无刻意剔除适用内地,4.0,3.0,0.0,0.0
这不是个合格的媒体,3.4,5.8,0.49,1.47
看到结果则变得更低潮,4.0,4.5,0.707,0.5
脱裤子放轻快屁,5.0,3.0,0.707,1.414
才会轻视五四运动的重要性,3.333,5.0,0.471,0.816
坚毅不拔的毅力,7.0,5.0,0.0,0.707
韩国被尊崇被发扬光大,7.0,5.2,0.0,2.227
逼近我朝东边边境,4.667,4.667,0.471,0.471
凝聚成妳我的余生,6.333,4.0,0.471,0.0
最后被欧蒂娜启发最后靠自己的意志走出学校,6.5,4.25,0.5,1.92
那些卫生间太难闻了,2.75,6.0,0.433,0.0
陈腐僵化的系统不会永远持续,6.667,3.667,0.471,2.055
传双方僵持不下一问题,4.0,6.333,0.0,0.943
而如果飞黄腾达后变得奢靡颓废,4.0,3.5,0.0,1.118
机舱内散落著行李箱,4.5,1.0,0.5,0.0
由他的幕僚们缝缝补补再塞进更多的棉花,5.0,5.0,0.0,0.0
女同性恋双性恋异性恋异性恋恋童癖兽性,5.0,2.4,0.0,1.356
简直让人叹为观止,6.4,7.5,1.2,1.118
每年筲箕湾东大街都会有庆贺谭公宝诞巡游,6.0,4.75,0.0,0.433
原来是有被罢官的忧患意识啊,4.0,6.333,0.816,0.943
贤慧的星星像一片积雪,7.0,3.75,0.0,1.299
看著昨晚的疑问被解答,6.5,5.0,0.5,0.707
有?长者真系老冯得过份,3.5,6.333,1.118,1.247
妳不仅没有壹丝怜惜,3.0,7.667,0.0,0.471
我的一个在上海做减低二氧化碳排放的环保,6.0,4.667,0.816,0.471
抚育了你终于成青春的脸庞,7.0,5.25,0.707,2.278
安详度过残余岁月,6.4,1.75,0.49,0.829
台湾外交方面有敌视台湾的国家存在,3.0,4.333,0.707,0.471
一看经济欣欣向荣,7.0,5.667,0.707,0.471
变成至高无上的荣耀,7.333,4.667,0.943,1.247
因为很多答非所问的段落实在太棘手,3.667,5.333,0.471,2.055
分红除可转换为乐天点数,6.0,4.333,0.816,1.7
之前路过时都人山人海,5.0,4.5,0.0,0.5
本质是为了看世界宽阔视野作品发表演说,6.5,5.5,0.5,1.118
寓意二人将一起以新身份展开新?人生,5.5,3.0,0.5,2.0
上台拿起麦克风高歌一曲,6.6,4.2,0.49,2.315
全部囚犯做宣传员得了,4.333,6.0,1.247,0.816
整个连贯动作相当戏剧性,6.0,6.0,0.0,0.0
明天早上就会确信人生的疑点了,4.6,4.4,0.49,1.625
手机可望在2019年下半年回温,7.0,6.0,0.0,1.225
温度适宜又有风吹,6.333,3.0,0.471,1.581
一副兴高采烈的样子,7.25,4.5,1.09,0.866
就是他!拿行李挡住逃生路,3.5,7.0,0.5,0.707
才是我最欠缺的武器啊,5.0,7.0,0.0,0.707
连外表都变得不再讨喜,3.0,6.0,0.0,0.707
怎么会是执政党的功绩,4.5,6.0,0.5,1.0
生酮饮食和均衡饮食,6.667,3.333,0.471,0.471
与前次的松散组织不同,6.0,3.0,0.0,0.816
世界都认为伊朗战败了,4.4,3.2,0.49,1.6
第8季第4集战胜异鬼后的庆功宴上,6.0,4.333,0.816,1.247
在国际上到处肆虐的,3.75,6.0,0.433,1.414
和进取的人在一起,7.0,4.5,0.0,0.5
直到这次他自己宣布退役,5.0,2.0,0.0,0.816
蔡英文的稳健台独才是智中之智,6.25,5.6,0.433,1.855
民选议员被褫夺议席,3.4,3.2,0.49,2.04
不留黑头肌肤超光滑,6.25,5.6,0.433,1.744
是一个地方的无价之宝,7.5,6.5,0.5,1.118
会阻塞车辆通道,4.4,4.25,0.49,0.829
现在是你蹂躏他,3.75,7.25,0.829,0.829
太郎那么赏识康一应该是把他当男人,5.5,4.5,0.5,0.5
北京可能是处在两难状态,4.0,2.8,0.0,1.47
返礼祭里斋宫做的事真的很惹毛我又让我毛骨悚然,2.667,7.667,0.471,0.471
一次一次又一次地遗弃,3.0,4.333,0.0,0.471
哀悼与团结的曲线,5.0,3.5,0.0,1.5
为当时前线的人民子弟兵敬礼,7.0,4.667,0.816,2.494
那次海滩上游客稀少,5.0,3.75,0.0,0.829
感人的歌声优美动听,7.5,6.0,0.5,0.707
那不是超肥胖的吗,3.5,7.0,0.5,0.894
草包没有审慎评估就降为乙等,2.333,5.0,0.471,0.816
处于暧昧状态但还没结婚,5.0,3.333,0.816,1.247
支那一点坏处都不会有的,4.4,5.75,1.356,0.829
也恐将掐断他们最珍视的,3.0,7.0,0.0,0.707
那些加害者和共犯集团的成员及其血缘或精神后裔,4.5,3.0,0.5,1.0
会长年占用堆填区的空间,3.75,4.75,0.433,0.829
都是整件事的加害者,3.0,5.5,0.0,1.118
忙碌的现代人学得简易按穴法,5.6,4.5,0.49,0.866
我也就心灰意冷,2.667,4.333,0.471,0.471
却看著摇摇欲坠的模样心生胆怯,3.4,5.2,0.49,1.47
一个失手就是下辈子再见了,2.75,5.8,0.433,1.6
能掀起什么大风大浪呢,4.667,4.667,0.471,0.471
越是艰险越向前,7.333,6.667,0.471,0.943
最催眠的莫过于艰涩,5.0,3.75,0.894,0.433
30即将要开采啰,5.0,4.333,0.0,2.494
为我们应援的所有人致上谢意,7.4,6.0,0.49,0.707
这篇文章把韩粉习性深度剖析到出神入化的地步,6.25,6.5,1.299,1.5
涉及社会全方位的弊病,3.5,3.75,0.866,0.433
这么激烈肉质一定很鲜美,7.0,6.0,0.0,2.0
每一刻都是时髦者的独苗,6.0,3.75,0.707,1.785
简姓爸爸上网求助,5.0,1.333,0.0,0.471
发现楼在垂直下陷,3.6,6.0,0.49,1.0
从广阔无边的网路世界四面八方收集而来,5.333,4.333,0.471,0.471
原本意气风发的人愣了愣,4.0,5.0,0.0,0.0
留下的却不是沈重,5.333,2.667,0.471,1.7
懒懒散散又一年,4.0,3.0,0.0,1.581
这冰淇淋蛋糕有够难吃,3.0,7.0,0.816,0.816
看起来倒像是寄生虫卵,4.4,4.6,0.49,0.49
